,PFC
7229,-500.0
7230,-500.0
7231,-500.0
7232,-500.0
7233,-500.0
7234,-500.0
7235,-500.0
7236,-500.0
7237,-500.0
7238,-500.0
7239,-500.0
7240,-500.0
7241,-500.0
7242,-500.0
7243,-500.0
7244,-500.0
7245,-500.0
7246,-500.0
7247,-500.0
7248,-500.0
7249,-500.0
7250,-500.0
7251,-500.0
7252,-500.0
7253,-500.0
7254,-500.0
7255,-500.0
7256,-500.0
7257,-500.0
7258,-500.0
7259,-500.0
7260,-500.0
7261,-500.0
7262,-500.0
7263,-500.0
7264,-500.0
7265,-500.0
7266,-500.0
7267,-500.0
7268,-500.0
7269,-500.0
7270,-500.0
7271,-500.0
7272,-500.0
7273,-500.0
7274,-500.0
7275,-500.0
7276,-500.0
7277,-500.0
7278,-500.0
7279,-500.0
7280,-500.0
7281,-500.0
7282,-500.0
7283,-500.0
7284,-500.0
7285,-500.0
7286,-500.0
7287,-500.0
7288,-500.0
7289,-500.0
7290,-500.0
7291,-500.0
7292,-500.0
7293,-500.0
7294,-500.0
7295,-500.0
7296,-500.0
7297,-500.0
7298,-500.0
7299,-500.0
7300,-500.0
7301,-500.0
7302,-500.0
7303,-500.0
7304,-500.0
7305,-500.0
7306,-500.0
7307,-500.0
7308,-500.0
7309,-500.0
7310,-500.0
7311,-500.0
7312,-500.0
7313,-500.0
7314,-500.0
7315,-500.0
7316,-500.0
7317,-500.0
7318,-500.0
7319,-500.0
7320,-500.0
7321,-500.0
7322,-500.0
7323,-500.0
7324,-500.0
7325,-500.0
7326,-500.0
7327,-500.0
7328,-500.0
7329,-500.0
7330,-500.0
7331,-500.0
7332,-500.0
7333,-500.0
7334,-500.0
7335,-500.0
7336,-500.0
7337,-500.0
7338,-500.0
7339,-500.0
7340,-500.0
7341,-500.0
7342,-500.0
7343,-500.0
7344,-500.0
7345,-500.0
7346,-500.0
7347,-500.0
7348,-500.0
7349,-500.0
7350,-500.0
7351,-500.0
7352,-500.0
7353,-500.0
7354,-500.0
7355,-500.0
7356,-500.0
7357,-500.0
7358,-500.0
7359,-500.0
7360,-500.0
7361,-500.0
7362,-500.0
7363,-500.0
7364,-500.0
7365,-500.0
7366,-500.0
7367,-500.0
7368,-500.0
7369,-500.0
7370,87.18
7371,89.53
7372,89.62
7373,89.62
7374,90.2
7375,90.49
7376,90.2
7377,89.62
7378,89.53
7379,89.53
7380,89.47
7381,89.05
7382,89.05
7383,87.38
7384,89.05
7385,89.05
7386,89.05
7387,89.47
7388,89.05
7389,89.05
7390,87.38
7391,87.38
7392,87.38
7393,87.38
7394,89.05
7395,89.05
7396,89.53
7397,89.53
7398,89.53
7399,89.62
7400,90.2
7401,90.2
7402,90.49
7403,90.49
7404,90.49
7405,91.1
7406,91.1
7407,91.66
7408,91.66
7409,91.99
7410,92.19
7411,92.19
7412,92.86
7413,95.81
7414,96.82
7415,98.55
7416,100.88
7417,102.6
7418,107.03
7419,107.03
7420,107.03
7421,102.6
7422,100.91
7423,98.55
7424,92.76
7425,91.66
7426,90.2
7427,87.38
7428,-500.0
7429,-500.0
7430,-500.0
7431,-500.0
7432,-500.0
7433,-500.0
7434,-500.0
7435,-500.0
7436,-500.0
7437,-500.0
7438,-500.0
7439,-500.0
7440,-500.0
7441,-500.0
7442,-500.0
7443,-500.0
7444,-500.0
7445,-500.0
7446,-500.0
7447,-500.0
7448,-500.0
7449,-500.0
7450,-500.0
7451,-500.0
7452,-500.0
7453,-500.0
7454,89.47
7455,90.49
7456,91.99
7457,92.86
7458,100.16
7459,110.43
7460,146.9
7461,433.39
7462,1000.0
7463,1000.0
7464,1000.0
7465,1000.0
7466,1000.0
7467,1000.0
7468,1000.0
7469,1000.0
7470,1000.0
7471,1000.0
7472,1000.0
7473,1000.0
7474,1000.0
7475,1000.0
7476,1000.0
7477,1000.0
7478,1000.0
7479,1000.0
7480,1000.0
7481,1000.0
7482,433.39
7483,419.5
7484,172.15
7485,147.68
7486,141.65
7487,130.69
7488,112.47
7489,110.43
7490,104.94
7491,102.35
7492,101.64
7493,100.88
7494,98.55
7495,98.55
7496,96.82
7497,95.81
7498,93.55
7499,93.55
7500,92.86
7501,92.76
7502,92.76
7503,92.76
7504,92.76
7505,92.76
7506,92.76
7507,92.64
7508,92.76
7509,92.76
7510,92.76
7511,93.55
7512,95.81
7513,97.16
7514,97.16
7515,95.16
7516,92.19
7517,91.66
7518,90.2
7519,87.18
7520,-500.0
7521,-500.0
7522,-500.0
7523,-500.0
7524,-500.0
7525,-500.0
7526,-500.0
7527,-500.0
7528,-500.0
7529,-500.0
7530,-500.0
7531,-500.0
7532,-500.0
7533,-500.0
7534,-500.0
7535,-500.0
7536,-500.0
7537,-500.0
7538,-500.0
7539,-500.0
7540,-500.0
7541,-500.0
7542,-500.0
7543,-500.0
7544,-500.0
7545,-500.0
7546,-500.0
7547,-500.0
7548,-500.0
7549,-500.0
7550,-500.0
7551,-500.0
7552,-500.0
7553,89.05
7554,91.1
7555,92.19
7556,98.55
7557,108.46
7558,138.57
7559,172.15
7560,433.39
7561,1000.0
7562,1000.0
7563,1000.0
7564,1000.0
7565,1000.0
7566,1000.0
7567,1000.0
7568,1000.0
7569,420.85
7570,419.5
7571,172.15
7572,171.07
7573,154.27
7574,147.68
7575,146.9
7576,141.65
7577,130.69
7578,115.26
7579,115.08
7580,110.43
7581,106.77
7582,104.14
7583,101.83
7584,100.91
7585,100.88
7586,98.55
7587,98.55
7588,98.55
7589,97.16
7590,96.82
7591,95.81
7592,93.55
7593,92.76
7594,92.86
7595,93.55
7596,92.86
7597,92.76
7598,92.86
7599,93.55
7600,93.55
7601,93.55
7602,93.55
7603,93.55
7604,96.82
7605,97.16
7606,98.55
7607,98.55
7608,100.91
7609,101.83
7610,101.83
7611,100.88
7612,98.55
7613,92.76
7614,91.66
7615,90.2
7616,87.18
7617,-500.0
7618,-500.0
7619,-500.0
7620,-500.0
7621,-500.0
7622,-500.0
7623,-500.0
7624,-500.0
7625,-500.0
7626,-500.0
7627,-500.0
7628,-500.0
7629,-500.0
7630,-500.0
7631,-500.0
7632,-500.0
7633,-500.0
7634,-500.0
7635,-500.0
7636,-500.0
7637,-500.0
7638,-500.0
7639,-500.0
7640,-500.0
7641,-500.0
7642,-500.0
7643,-500.0
7644,-500.0
7645,-500.0
7646,-500.0
7647,-500.0
7648,-500.0
7649,-500.0
7650,89.47
7651,91.1
7652,93.55
7653,101.27
7654,115.08
7655,148.08
7656,419.5
7657,1000.0
7658,1000.0
7659,1000.0
7660,1000.0
7661,1000.0
7662,1000.0
7663,1000.0
7664,1000.0
7665,1000.0
7666,1000.0
7667,1000.0
7668,1000.0
7669,1000.0
7670,1000.0
7671,1000.0
7672,1000.0
7673,1000.0
7674,419.5
7675,419.5
7676,177.74
7677,172.15
7678,171.07
7679,154.46
7680,147.68
7681,146.9
7682,146.9
7683,146.9
7684,142.74
7685,141.65
7686,141.65
7687,141.65
7688,138.57
7689,140.57
7690,141.65
7691,144.6
7692,146.9
7693,147.68
7694,151.32
7695,166.44
7696,172.15
7697,172.15
7698,175.74
7699,369.82
7700,419.5
7701,433.39
7702,1000.0
7703,1000.0
7704,1000.0
7705,1000.0
7706,1000.0
7707,1000.0
7708,1000.0
7709,419.5
7710,146.9
7711,112.47
7712,101.27
7713,95.81
7714,91.99
7715,90.2
7716,87.18
7717,-500.0
7718,-500.0
7719,-500.0
7720,-500.0
7721,-500.0
7722,-500.0
7723,-500.0
7724,-500.0
7725,-500.0
7726,-500.0
7727,-500.0
7728,-500.0
7729,-500.0
7730,-500.0
7731,-500.0
7732,-500.0
7733,-500.0
7734,-500.0
7735,-500.0
7736,-500.0
7737,-500.0
7738,-500.0
7739,-500.0
7740,-500.0
7741,-500.0
7742,-500.0
7743,-500.0
7744,87.18
7745,90.49
7746,92.19
7747,98.55
7748,108.68
7749,146.9
7750,419.5
7751,1000.0
7752,1000.0
7753,1000.0
7754,1000.0
7755,1000.0
7756,1000.0
7757,1000.0
7758,1000.0
7759,1000.0
7760,419.5
7761,171.07
7762,146.9
7763,140.57
7764,115.26
7765,112.47
7766,108.46
7767,102.85
7768,101.83
7769,100.91
7770,100.16
7771,98.55
7772,97.15
7773,96.27
7774,95.81
7775,95.81
7776,93.55
7777,92.86
7778,92.76
7779,92.76
7780,92.76
7781,92.76
7782,92.76
7783,92.76
7784,92.76
7785,92.76
7786,92.76
7787,93.55
7788,94.54
7789,95.81
7790,96.82
7791,97.16
7792,97.16
7793,97.16
7794,97.16
7795,98.55
7796,98.55
7797,98.55
7798,100.88
7799,100.91
7800,101.27
7801,101.27
7802,101.27
7803,100.34
7804,97.15
7805,92.64
7806,91.66
7807,90.2
7808,89.05
7809,-500.0
7810,-500.0
7811,-500.0
7812,-500.0
7813,-500.0
7814,-500.0
7815,-500.0
7816,-500.0
7817,-500.0
7818,-500.0
7819,-500.0
7820,-500.0
7821,-500.0
7822,-500.0
7823,-500.0
7824,-500.0
7825,-500.0
7826,-500.0
7827,-500.0
7828,-500.0
7829,-500.0
7830,-500.0
7831,-500.0
7832,-500.0
7833,-500.0
7834,-500.0
7835,-500.0
7836,-500.0
7837,-500.0
7838,-500.0
7839,-500.0
7840,-500.0
7841,-500.0
7842,-500.0
7843,-500.0
7844,90.2
7845,91.99
7846,93.55
7847,100.88
7848,105.14
7849,110.43
7850,115.08
7851,128.69
7852,141.65
7853,138.57
7854,141.65
7855,141.65
7856,133.82
7857,128.69
7858,115.08
7859,112.47
7860,110.43
7861,110.43
7862,110.43
7863,110.43
7864,110.43
7865,110.43
7866,107.03
7867,106.77
7868,102.6
7869,102.6
7870,102.6
7871,102.21
7872,101.64
7873,101.27
7874,101.27
7875,101.27
7876,101.64
7877,101.83
7878,101.83
7879,102.21
7880,101.83
7881,102.6
7882,102.6
7883,102.6
7884,102.85
7885,104.14
7886,104.14
7887,105.14
7888,107.03
7889,110.43
7890,110.43
7891,111.29
7892,112.47
7893,112.47
7894,112.47
7895,115.08
7896,112.47
7897,112.47
7898,110.43
7899,102.85
7900,101.27
7901,98.55
7902,93.55
7903,92.19
7904,91.66
7905,90.2
7906,89.47
7907,-500.0
7908,-500.0
7909,-500.0
7910,-500.0
7911,-500.0
7912,-500.0
7913,-500.0
7914,-500.0
7915,-500.0
7916,-500.0
7917,-500.0
7918,-500.0
7919,-500.0
7920,-500.0
7921,-500.0
7922,-500.0
7923,-500.0
7924,-500.0
7925,-500.0
7926,-500.0
7927,-500.0
7928,-500.0
7929,-500.0
7930,-500.0
7931,-500.0
7932,-500.0
7933,-500.0
7934,-500.0
7935,-500.0
7936,-500.0
7937,-500.0
7938,-500.0
7939,-500.0
7940,89.47
7941,90.49
7942,91.66
7943,92.19
7944,93.55
7945,96.82
7946,97.16
7947,98.55
7948,98.55
7949,98.55
7950,96.82
7951,92.86
7952,92.19
7953,91.99
7954,91.1
7955,90.49
7956,89.62
7957,89.53
7958,89.05
7959,87.18
7960,87.18
7961,87.18
7962,-500.0
7963,-500.0
7964,-500.0
7965,-500.0
7966,-500.0
7967,-500.0
7968,-500.0
7969,-500.0
7970,-500.0
7971,-500.0
7972,-500.0
7973,-500.0
7974,-500.0
7975,-500.0
7976,-500.0
7977,-500.0
7978,-500.0
7979,-500.0
7980,-500.0
7981,-500.0
7982,-500.0
7983,-500.0
7984,-500.0
7985,-500.0
7986,-500.0
7987,-500.0
7988,-500.0
7989,-500.0
7990,-500.0
7991,-500.0
7992,-500.0
7993,-500.0
7994,-500.0
7995,-500.0
7996,-500.0
7997,-500.0
7998,-500.0
7999,-500.0
8000,-500.0
8001,-500.0
8002,-500.0
8003,-500.0
8004,-500.0
8005,-500.0
8006,-500.0
8007,-500.0
8008,-500.0
8009,-500.0
8010,-500.0
8011,-500.0
8012,-500.0
8013,-500.0
8014,-500.0
8015,-500.0
8016,-500.0
8017,-500.0
8018,-500.0
8019,-500.0
8020,-500.0
8021,-500.0
8022,-500.0
8023,-500.0
8024,-500.0
8025,-500.0
8026,-500.0
8027,-500.0
8028,-500.0
8029,-500.0
8030,-500.0
8031,-500.0
8032,-500.0
8033,-500.0
8034,-500.0
8035,-500.0
8036,-500.0
8037,-500.0
8038,87.18
8039,90.2
8040,91.1
8041,91.66
8042,92.06
8043,92.19
8044,92.76
8045,92.76
8046,92.86
8047,93.55
8048,92.76
8049,92.64
8050,92.19
8051,92.06
8052,91.99
8053,91.66
8054,91.66
8055,91.66
8056,91.66
8057,91.66
8058,91.66
8059,91.66
8060,91.1
8061,90.49
8062,90.49
8063,90.49
8064,90.49
8065,90.49
8066,90.49
8067,90.49
8068,90.49
8069,90.49
8070,90.49
8071,89.62
8072,89.53
8073,89.53
8074,89.47
8075,89.47
8076,89.05
8077,87.38
8078,87.18
8079,87.38
8080,87.18
8081,-500.0
8082,-500.0
8083,-500.0
8084,-500.0
8085,-500.0
8086,-500.0
8087,-500.0
8088,87.18
8089,87.38
8090,87.18
8091,87.38
8092,87.18
8093,-500.0
8094,-500.0
8095,-500.0
8096,-500.0
8097,-500.0
8098,-500.0
8099,-500.0
8100,-500.0
8101,-500.0
8102,-500.0
8103,-500.0
8104,-500.0
8105,-500.0
8106,-500.0
8107,-500.0
8108,-500.0
8109,-500.0
8110,-500.0
8111,-500.0
8112,-500.0
8113,-500.0
8114,-500.0
8115,-500.0
8116,-500.0
8117,-500.0
8118,-500.0
8119,-500.0
8120,-500.0
8121,-500.0
8122,-500.0
8123,-500.0
8124,-500.0
8125,-500.0
8126,-500.0
8127,-500.0
8128,-500.0
8129,-500.0
8130,-500.0
8131,-500.0
8132,89.53
8133,90.49
8134,91.99
8135,92.64
8136,96.82
8137,98.55
8138,102.21
8139,105.14
8140,112.47
8141,115.08
8142,128.69
8143,130.69
8144,133.82
8145,131.82
8146,133.82
8147,131.82
8148,135.11
8149,141.65
8150,135.11
8151,131.82
8152,133.82
8153,130.69
8154,115.26
8155,115.08
8156,112.47
8157,108.68
8158,105.14
8159,104.14
8160,102.6
8161,101.83
8162,101.83
8163,101.27
8164,100.91
8165,100.91
8166,100.88
8167,100.88
8168,100.16
8169,98.55
8170,100.16
8171,98.55
8172,100.16
8173,98.55
8174,100.16
8175,100.88
8176,100.88
8177,100.91
8178,100.91
8179,101.27
8180,102.6
8181,104.94
8182,107.03
8183,111.29
8184,120.15
8185,133.82
8186,140.57
8187,138.57
8188,128.69
8189,112.47
8190,108.46
8191,101.83
8192,98.55
8193,93.55
8194,92.06
8195,91.66
8196,90.2
8197,89.05
8198,87.18
8199,-500.0
8200,-500.0
8201,-500.0
8202,-500.0
8203,-500.0
8204,-500.0
8205,-500.0
8206,-500.0
8207,-500.0
8208,-500.0
8209,-500.0
8210,-500.0
8211,-500.0
8212,-500.0
8213,-500.0
8214,-500.0
8215,-500.0
8216,-500.0
8217,-500.0
8218,-500.0
8219,-500.0
8220,-500.0
8221,-500.0
8222,87.38
8223,89.53
8224,90.49
8225,91.1
8226,91.66
8227,92.19
8228,96.27
8229,98.55
8230,102.6
8231,110.43
8232,115.26
8233,138.57
8234,146.9
8235,171.07
8236,172.15
8237,396.64
8238,396.64
8239,367.75
8240,172.15
8241,171.07
8242,166.44
8243,148.08
8244,147.68
8245,147.68
8246,146.9
8247,144.9
8248,142.74
8249,141.65
8250,135.11
8251,128.69
8252,112.47
8253,110.43
8254,110.43
8255,108.46
8256,104.14
8257,104.14
8258,102.6
8259,102.6
8260,102.21
8261,101.27
8262,101.64
8263,101.83
8264,101.27
8265,101.27
8266,101.64
8267,101.83
8268,102.6
8269,102.6
8270,104.94
8271,107.03
8272,110.43
8273,110.43
8274,112.47
8275,115.08
8276,135.11
8277,142.74
8278,146.9
8279,160.94
8280,419.5
8281,433.39
8282,1000.0
8283,433.39
8284,419.5
8285,172.15
8286,146.9
8287,130.69
8288,110.43
8289,101.27
8290,97.16
8291,92.64
8292,91.66
8293,90.49
8294,89.05
8295,-500.0
8296,-500.0
8297,-500.0
8298,-500.0
8299,-500.0
8300,-500.0
8301,-500.0
8302,-500.0
8303,-500.0
8304,-500.0
8305,-500.0
8306,-500.0
8307,-500.0
8308,-500.0
8309,87.38
8310,89.62
8311,90.49
8312,91.66
8313,92.06
8314,92.76
8315,95.81
8316,98.55
8317,100.88
8318,102.6
8319,108.46
8320,115.26
8321,138.57
8322,151.32
8323,369.82
8324,1000.0
8325,1000.0
8326,1000.0
8327,1000.0
8328,1000.0
8329,1000.0
8330,1000.0
8331,1000.0
8332,1000.0
8333,1000.0
8334,1000.0
8335,1000.0
8336,1000.0
8337,1000.0
8338,1000.0
8339,1000.0
8340,1000.0
8341,1000.0
8342,1000.0
8343,1000.0
8344,1000.0
8345,1000.0
8346,1000.0
8347,419.5
8348,369.82
8349,172.15
8350,160.94
8351,146.9
8352,138.57
8353,128.69
8354,117.56
8355,112.47
8356,111.29
8357,110.43
8358,107.03
8359,104.94
8360,102.6
8361,102.6
8362,102.21
8363,101.83
8364,101.83
8365,101.27
8366,101.27
8367,101.27
8368,101.64
8369,101.83
8370,101.83
8371,101.83
8372,104.14
8373,104.14
8374,107.03
8375,110.43
8376,115.08
8377,115.26
8378,112.47
8379,107.03
8380,101.83
8381,98.55
8382,93.55
8383,92.06
8384,91.1
8385,89.53
8386,-500.0
8387,-500.0
8388,-500.0
8389,-500.0
8390,-500.0
8391,-500.0
8392,-500.0
8393,-500.0
8394,-500.0
8395,-500.0
8396,-500.0
8397,-500.0
8398,-500.0
8399,-500.0
8400,-500.0
8401,-500.0
8402,-500.0
8403,-500.0
8404,-500.0
8405,-500.0
8406,-500.0
8407,-500.0
8408,-500.0
8409,-500.0
8410,-500.0
8411,-500.0
8412,-500.0
8413,-500.0
8414,-500.0
8415,-500.0
8416,-500.0
8417,-500.0
8418,87.18
8419,91.1
8420,92.76
8421,100.88
8422,115.08
8423,148.08
8424,419.5
8425,1000.0
8426,1000.0
8427,1000.0
8428,1000.0
8429,1000.0
8430,1000.0
8431,1000.0
8432,1000.0
8433,1000.0
8434,433.39
8435,419.5
8436,396.64
8437,175.74
8438,172.15
8439,171.07
8440,171.07
8441,148.08
8442,146.9
8443,146.9
8444,138.57
8445,135.11
8446,130.69
8447,128.69
8448,117.56
8449,115.08
8450,115.08
8451,112.47
8452,112.47
8453,112.47
8454,111.29
8455,110.43
8456,110.43
8457,110.43
8458,108.25
8459,107.03
8460,107.03
8461,106.77
8462,105.14
8463,105.14
8464,105.14
8465,104.94
8466,104.14
8467,105.14
8468,106.77
8469,104.94
8470,104.94
8471,104.14
8472,102.6
8473,101.27
8474,98.55
8475,92.86
8476,91.99
8477,90.2
8478,-500.0
8479,-500.0
8480,-500.0
8481,-500.0
8482,-500.0
8483,-500.0
8484,-500.0
8485,-500.0
8486,-500.0
8487,-500.0
8488,-500.0
8489,-500.0
8490,-500.0
8491,-500.0
8492,-500.0
8493,-500.0
8494,-500.0
8495,-500.0
8496,-500.0
8497,-500.0
8498,-500.0
8499,-500.0
8500,-500.0
8501,-500.0
8502,-500.0
8503,-500.0
8504,-500.0
8505,-500.0
8506,-500.0
8507,-500.0
8508,-500.0
8509,-500.0
8510,-500.0
8511,-500.0
8512,-500.0
8513,-500.0
8514,-500.0
8515,-500.0
8516,89.53
8517,91.66
8518,93.55
8519,100.88
8520,108.46
8521,115.08
8522,138.57
8523,146.9
8524,146.9
8525,146.9
8526,146.9
8527,144.6
8528,131.82
8529,125.71
8530,115.08
8531,111.29
8532,108.46
8533,102.6
8534,101.83
8535,101.83
8536,102.21
8537,101.27
8538,100.16
8539,98.55
8540,97.16
8541,96.82
8542,95.16
8543,93.55
8544,93.55
8545,92.86
8546,92.64
8547,92.19
8548,92.06
8549,92.06
8550,91.99
8551,91.99
8552,91.99
8553,91.66
8554,91.66
8555,91.66
8556,91.1
8557,91.1
8558,91.1
8559,91.1
8560,91.1
8561,91.1
8562,91.1
8563,91.1
8564,91.1
8565,91.66
8566,91.66
8567,91.99
8568,91.99
8569,91.66
8570,91.1
8571,89.62
8572,87.38
8573,-500.0
8574,-500.0
8575,-500.0
8576,-500.0
8577,-500.0
8578,-500.0
8579,-500.0
8580,-500.0
8581,-500.0
8582,-500.0
8583,-500.0
8584,-500.0
8585,-500.0
8586,-500.0
8587,-500.0
8588,-500.0
8589,-500.0
8590,-500.0
8591,-500.0
8592,-500.0
8593,-500.0
8594,-500.0
8595,-500.0
8596,-500.0
8597,-500.0
8598,-500.0
8599,-500.0
8600,-500.0
8601,-500.0
8602,-500.0
8603,-500.0
8604,-500.0
8605,-500.0
8606,-500.0
8607,-500.0
8608,-500.0
8609,-500.0
8610,-500.0
8611,-500.0
8612,-500.0
8613,89.05
8614,90.49
8615,91.99
8616,92.64
8617,93.55
8618,95.81
8619,96.82
8620,97.15
8621,96.82
8622,93.55
8623,92.86
8624,92.76
8625,92.76
8626,92.64
8627,92.19
8628,92.76
8629,92.64
8630,92.64
8631,92.19
8632,92.19
8633,92.06
8634,91.99
8635,91.66
8636,91.66
8637,91.1
8638,91.66
8639,91.66
8640,91.66
8641,91.66
8642,91.66
8643,91.66
8644,91.66
8645,91.66
8646,91.66
8647,91.66
8648,91.99
8649,91.99
8650,92.06
8651,92.06
8652,92.19
8653,92.64
8654,92.76
8655,92.86
8656,95.81
8657,97.15
8658,98.55
8659,100.88
8660,102.6
8661,110.43
8662,112.71
8663,115.26
8664,123.99
8665,115.08
8666,108.46
8667,100.91
8668,95.81
8669,92.06
8670,91.1
8671,89.53
8672,-500.0
8673,-500.0
8674,-500.0
8675,-500.0
8676,-500.0
8677,-500.0
8678,-500.0
8679,-500.0
8680,-500.0
8681,-500.0
8682,-500.0
8683,-500.0
8684,-500.0
8685,-500.0
8686,-500.0
8687,-500.0
8688,-500.0
8689,-500.0
8690,-500.0
8691,-500.0
8692,-500.0
8693,-500.0
8694,-500.0
8695,-500.0
8696,-500.0
8697,-500.0
8698,-500.0
8699,-500.0
8700,-500.0
8701,-500.0
8702,-500.0
8703,-500.0
8704,-500.0
8705,-500.0
8706,-500.0
8707,-500.0
8708,87.38
8709,91.1
8710,92.19
8711,97.16
8712,102.6
8713,108.68
8714,112.47
8715,110.43
8716,104.14
8717,100.88
8718,98.55
8719,93.55
8720,92.06
8721,91.66
8722,90.89
8723,90.2
8724,89.53
8725,89.05
8726,87.18
8727,-500.0
8728,-500.0
8729,-500.0
8730,-500.0
8731,-500.0
8732,-500.0
8733,-500.0
8734,-500.0
8735,-500.0
8736,-500.0
8737,-500.0
8738,-500.0
8739,-500.0
8740,-500.0
8741,-500.0
8742,-500.0
8743,-500.0
8744,-500.0
8745,-500.0
8746,-500.0
8747,-500.0
8748,-500.0
8749,-500.0
8750,-500.0
8751,-500.0
8752,87.18
8753,87.38
8754,89.47
8755,89.53
8756,90.49
8757,91.1
8758,91.66
8759,91.66
8760,91.99
8761,91.99
8762,91.1
8763,89.62
8764,87.38
8765,-500.0
8766,-500.0
8767,-500.0
8768,-500.0
8769,-500.0
8770,-500.0
8771,-500.0
8772,-500.0
8773,-500.0
8774,-500.0
8775,-500.0
8776,-500.0
8777,-500.0
8778,-500.0
8779,-500.0
8780,-500.0
8781,-500.0
8782,-500.0
8783,-500.0
8784,-500.0
8785,-500.0
8786,-500.0
8787,-500.0
8788,-500.0
8789,-500.0
8790,-500.0
8791,-500.0
8792,-500.0
8793,-500.0
8794,-500.0
8795,-500.0
8796,-500.0
8797,-500.0
8798,-500.0
8799,-500.0
8800,-500.0
8801,-500.0
8802,-500.0
8803,-500.0
8804,-500.0
8805,89.05
8806,90.2
8807,91.66
8808,92.06
8809,92.19
8810,92.64
8811,92.19
8812,92.64
8813,92.64
8814,92.64
8815,92.19
8816,92.06
8817,91.99
8818,91.66
8819,91.1
8820,91.1
8821,90.49
8822,90.2
8823,89.62
8824,90.2
8825,90.2
8826,89.62
8827,89.62
8828,89.53
8829,89.47
8830,89.53
8831,89.53
8832,89.53
8833,89.53
8834,89.47
8835,89.53
8836,89.62
8837,89.62
8838,90.49
8839,90.49
8840,91.1
8841,91.66
8842,91.99
8843,92.06
8844,92.19
8845,92.76
8846,95.81
8847,98.55
8848,100.91
8849,102.35
8850,107.03
8851,112.47
8852,146.9
8853,171.07
8854,396.64
8855,433.39
8856,1000.0
8857,1000.0
8858,1000.0
8859,433.39
8860,419.5
8861,177.74
8862,158.71
8863,146.9
8864,128.69
8865,110.43
8866,102.6
8867,100.88
8868,96.27
8869,92.19
8870,91.66
8871,90.49
8872,89.53
8873,87.18
8874,-500.0
8875,-500.0
8876,-500.0
8877,-500.0
8878,-500.0
8879,-500.0
8880,-500.0
8881,-500.0
8882,-500.0
8883,-500.0
8884,-500.0
8885,-500.0
8886,-500.0
8887,-500.0
8888,-500.0
8889,-500.0
8890,-500.0
8891,-500.0
8892,87.18
8893,89.53
8894,91.1
8895,91.99
8896,92.86
8897,98.55
8898,104.14
8899,115.26
8900,146.9
8901,172.15
8902,419.5
8903,1000.0
8904,1000.0
8905,1000.0
8906,1000.0
8907,1000.0
8908,1000.0
8909,419.5
8910,369.82
8911,171.07
8912,146.9
8913,135.11
8914,128.69
8915,115.26
8916,112.47
8917,110.43
8918,108.46
8919,102.6
8920,101.27
8921,100.88
8922,98.55
8923,96.82
8924,97.16
8925,97.16
8926,96.82
8927,97.15
8928,97.15
8929,97.16
8930,97.16
8931,98.55
8932,97.16
8933,98.55
8934,98.55
8935,98.55
8936,100.16
8937,100.91
8938,101.83
8939,102.6
8940,106.77
8941,110.43
8942,112.47
8943,115.26
8944,133.82
8945,142.74
8946,146.9
8947,171.07
8948,419.5
8949,1000.0
8950,1000.0
8951,1000.0
8952,1000.0
8953,1000.0
8954,1000.0
8955,1000.0
8956,419.5
8957,177.74
8958,158.71
8959,142.74
8960,112.71
8961,106.77
8962,101.27
8963,98.55
8964,93.55
8965,92.19
8966,91.99
8967,91.1
8968,90.49
8969,89.53
8970,89.05
8971,87.18
8972,-500.0
8973,-500.0
8974,-500.0
8975,-500.0
8976,-500.0
8977,-500.0
8978,-500.0
8979,-500.0
8980,-500.0
8981,-500.0
8982,-500.0
8983,-500.0
8984,-500.0
8985,-500.0
8986,-500.0
8987,-500.0
8988,89.47
8989,90.2
8990,91.1
8991,91.66
8992,92.64
8993,96.27
8994,100.16
8995,102.85
8996,112.47
8997,135.11
8998,151.32
8999,369.82
9000,419.5
9001,433.39
9002,1000.0
9003,1000.0
9004,433.39
9005,419.5
9006,172.15
9007,171.07
9008,148.08
9009,147.68
9010,141.65
9011,131.82
9012,128.69
9013,115.26
9014,115.08
9015,112.47
9016,107.03
9017,104.14
9018,102.6
9019,102.21
9020,101.27
9021,100.91
9022,100.91
9023,100.91
9024,100.88
9025,100.88
9026,100.88
9027,100.88
9028,100.16
9029,100.88
9030,100.88
9031,100.88
9032,100.88
9033,100.88
9034,101.27
9035,101.64
9036,102.21
9037,102.6
9038,102.6
9039,105.14
9040,111.29
9041,112.47
9042,115.26
9043,130.69
9044,146.9
9045,171.07
9046,177.74
9047,396.64
9048,419.5
9049,419.5
9050,419.5
9051,172.15
9052,172.15
9053,171.07
9054,147.68
9055,135.11
9056,115.08
9057,110.43
9058,104.14
9059,98.55
9060,100.88
9061,97.16
9062,93.55
9063,92.64
9064,92.06
9065,92.06
9066,91.99
9067,91.66
9068,91.1
9069,91.1
9070,91.1
9071,90.49
9072,90.2
9073,89.62
9074,89.53
9075,89.53
9076,89.53
9077,89.62
9078,90.2
9079,90.2
9080,90.49
9081,90.49
9082,91.1
9083,91.66
9084,91.99
9085,92.06
9086,92.76
9087,96.82
9088,100.16
9089,102.6
9090,112.47
9091,135.11
9092,171.07
9093,419.5
9094,1000.0
9095,1000.0
9096,1000.0
9097,1000.0
9098,1000.0
9099,1000.0
9100,1000.0
9101,1000.0
9102,1000.0
9103,1000.0
9104,1000.0
9105,1000.0
