,PFC
159,-500.0
160,87.18
161,89.05
162,89.62
163,89.62
164,90.2
165,90.49
166,91.1
167,91.66
168,91.66
169,91.99
170,91.99
171,92.06
172,92.06
173,92.06
174,92.06
175,92.19
176,92.19
177,92.19
178,92.06
179,92.06
180,92.06
181,92.19
182,92.06
183,92.06
184,92.06
185,92.19
186,92.06
187,92.19
188,92.06
189,92.06
190,92.06
191,91.99
192,91.66
193,91.66
194,91.66
195,91.1
196,91.1
197,91.1
198,90.49
199,90.89
200,91.1
201,91.1
202,91.1
203,91.1
204,91.1
205,90.49
206,90.49
207,90.49
208,90.49
209,90.49
210,90.2
211,90.2
212,90.49
213,90.49
214,90.49
215,91.1
216,91.1
217,91.66
218,91.99
219,92.19
220,92.64
221,92.64
222,92.76
223,93.55
224,95.81
225,95.81
226,95.81
227,95.16
228,93.55
229,93.55
230,92.76
231,92.76
232,92.64
233,92.19
234,92.19
235,92.19
236,92.64
237,92.64
238,92.76
239,92.86
240,93.55
241,95.16
242,98.55
243,98.55
244,100.16
245,100.91
246,101.27
247,102.6
248,107.03
249,112.47
250,128.69
251,142.74
252,154.27
253,172.15
254,396.64
255,419.5
256,420.85
257,420.85
258,0.0
259,1000.0
260,1000.0
261,1000.0
262,1000.0
263,1000.0
264,0.0
265,433.39
266,419.5
267,419.5
268,396.64
269,177.74
270,172.15
271,172.15
272,171.07
273,147.68
274,146.9
275,142.74
276,144.6
277,146.9
278,146.9
279,146.9
280,147.68
281,146.9
282,146.9
283,144.6
284,141.65
285,130.69
286,128.69
287,128.69
288,112.71
289,112.47
290,108.46
291,102.6
292,100.91
293,100.88
294,98.55
295,97.16
296,93.55
297,92.76
298,92.76
299,92.19
300,92.06
301,91.99
302,91.66
303,91.1
304,90.89
305,91.1
306,91.1
307,90.89
308,90.49
309,90.49
310,90.49
311,90.49
312,90.49
313,91.1
314,91.1
315,91.1
316,91.1
317,91.66
318,91.1
319,91.1
320,91.66
321,91.66
322,91.66
323,91.66
324,91.1
325,91.1
326,90.89
327,90.49
328,89.62
329,89.53
330,89.47
331,87.38
332,87.18
333,-500.0
334,-500.0
335,-500.0
336,-500.0
337,-500.0
338,-500.0
339,-500.0
340,-500.0
341,-500.0
342,-500.0
343,-500.0
344,-500.0
345,-500.0
346,-500.0
347,-500.0
348,-500.0
349,-500.0
350,-500.0
351,-500.0
352,-500.0
353,87.18
354,87.18
355,87.18
356,87.18
357,87.38
358,87.38
359,87.38
360,87.38
361,87.18
362,87.18
363,87.18
364,-500.0
365,-500.0
366,-500.0
367,-500.0
368,-500.0
369,-500.0
370,-500.0
371,-500.0
372,-500.0
373,-500.0
374,-500.0
375,-500.0
376,-500.0
377,-500.0
378,-500.0
379,-500.0
380,-500.0
381,-500.0
382,-500.0
383,-500.0
384,-500.0
385,-500.0
386,-500.0
387,-500.0
388,-500.0
389,-500.0
390,-500.0
391,-500.0
392,-500.0
393,-500.0
394,-500.0
395,-500.0
396,-500.0
397,-500.0
398,-500.0
399,-500.0
400,-500.0
401,-500.0
402,-500.0
403,-500.0
404,-500.0
405,-500.0
406,-500.0
407,-500.0
408,-500.0
409,-500.0
410,-500.0
411,-500.0
412,-500.0
413,-500.0
414,-500.0
415,-500.0
416,-500.0
417,-500.0
418,-500.0
419,-500.0
420,-500.0
421,-500.0
422,-500.0
423,-500.0
424,-500.0
425,-500.0
426,-500.0
427,-500.0
428,-500.0
429,-500.0
430,-500.0
431,-500.0
432,-500.0
433,-500.0
434,-500.0
435,-500.0
436,-500.0
437,-500.0
438,-500.0
439,-500.0
440,-500.0
441,-500.0
442,-500.0
443,-500.0
444,87.18
445,87.38
446,87.38
447,89.05
448,89.53
449,89.53
450,89.62
451,90.2
452,90.89
453,90.89
454,91.1
455,91.1
456,91.1
457,91.1
458,90.89
459,90.49
460,91.1
461,91.1
462,91.1
463,90.89
464,90.49
465,89.62
466,89.53
467,89.53
468,89.53
469,89.53
470,89.53
471,89.53
472,90.2
473,90.2
474,90.2
475,90.2
476,89.53
477,89.53
478,89.53
479,89.53
480,89.53
481,89.47
482,89.47
483,89.47
484,89.05
485,89.47
486,89.53
487,89.53
488,89.53
489,89.62
490,89.62
491,89.62
492,90.2
493,90.2
494,90.2
495,90.2
496,90.49
497,90.49
498,90.49
499,91.1
500,90.89
501,91.1
502,91.1
503,91.1
504,91.66
505,91.66
506,91.99
507,92.06
508,92.19
509,92.76
510,92.76
511,93.55
512,94.54
513,95.81
514,97.15
515,98.55
516,100.16
517,100.88
518,100.91
519,100.88
520,100.34
521,98.55
522,100.16
523,100.88
524,100.88
525,100.91
526,100.88
527,100.91
528,101.27
529,100.91
530,100.88
531,100.88
532,100.16
533,98.55
534,100.34
535,100.88
536,100.91
537,101.83
538,102.6
539,104.14
540,104.14
541,104.94
542,108.46
543,110.43
544,110.43
545,110.43
546,110.43
547,110.43
548,112.47
549,112.47
550,112.47
551,110.43
552,111.29
553,110.43
554,108.46
555,105.14
556,104.94
557,102.6
558,101.83
559,101.83
560,102.6
561,102.6
562,101.83
563,101.83
564,101.83
565,101.27
566,100.91
567,100.88
568,100.88
569,100.88
570,98.55
571,98.55
572,98.55
573,97.16
574,96.82
575,93.55
576,93.55
577,92.76
578,92.76
579,92.64
580,92.64
581,92.64
582,92.19
583,92.19
584,92.19
585,92.19
586,92.06
587,92.06
588,92.19
589,92.64
590,92.19
591,92.19
592,92.76
593,92.76
594,92.76
595,92.76
596,93.55
597,93.55
598,97.15
599,98.55
600,102.21
601,110.43
602,115.26
603,142.74
604,171.07
605,369.82
606,433.39
607,1000.0
608,1000.0
609,1000.0
610,1000.0
611,1000.0
612,1000.0
613,1000.0
614,1000.0
615,1000.0
616,1000.0
617,433.39
618,419.5
619,172.15
620,148.08
621,146.9
622,128.69
623,112.47
624,106.77
625,102.6
626,101.27
627,100.91
628,100.16
629,98.55
630,98.55
631,98.55
632,98.55
633,98.55
634,98.55
635,98.55
636,98.55
637,97.16
638,97.16
639,97.15
640,95.81
641,93.55
642,92.76
643,92.76
644,92.76
645,92.19
646,92.06
647,91.99
648,91.1
649,90.49
650,89.62
651,89.47
652,87.18
653,-500.0
654,-500.0
655,-500.0
656,-500.0
657,-500.0
658,-500.0
659,-500.0
660,-500.0
661,-500.0
662,-500.0
663,-500.0
664,-500.0
665,-500.0
666,-500.0
667,-500.0
668,-500.0
669,-500.0
670,-500.0
671,-500.0
672,-500.0
673,-500.0
674,-500.0
675,-500.0
676,-500.0
677,-500.0
678,-500.0
679,-500.0
680,-500.0
681,-500.0
682,-500.0
683,-500.0
684,-500.0
685,-500.0
686,-500.0
687,-500.0
688,-500.0
689,-500.0
690,-500.0
691,-500.0
692,-500.0
693,-500.0
694,-500.0
695,-500.0
696,-500.0
697,-500.0
698,-500.0
699,-500.0
700,-500.0
701,-500.0
702,-500.0
703,-500.0
704,-500.0
705,-500.0
706,-500.0
707,-500.0
708,-500.0
709,-500.0
710,-500.0
711,-500.0
712,-500.0
713,-500.0
714,-500.0
715,-500.0
716,-500.0
717,-500.0
718,-500.0
719,-500.0
720,-500.0
721,-500.0
722,-500.0
723,-500.0
724,-500.0
725,-500.0
726,-500.0
727,-500.0
728,-500.0
729,-500.0
730,-500.0
731,-500.0
732,-500.0
733,-500.0
734,-500.0
735,-500.0
736,-500.0
737,-500.0
738,-500.0
739,-500.0
740,-500.0
741,-500.0
742,-500.0
743,-500.0
744,-500.0
745,-500.0
746,-500.0
747,-500.0
748,-500.0
749,-500.0
750,-500.0
751,-500.0
752,-500.0
753,-500.0
754,-500.0
755,-500.0
756,-500.0
757,-500.0
758,-500.0
759,-500.0
760,-500.0
761,-500.0
762,-500.0
763,-500.0
764,-500.0
765,-500.0
766,-500.0
767,-500.0
768,-500.0
769,-500.0
770,-500.0
771,-500.0
772,-500.0
773,-500.0
774,-500.0
775,-500.0
776,-500.0
777,-500.0
778,-500.0
779,-500.0
780,-500.0
781,-500.0
782,-500.0
783,-500.0
784,-500.0
785,-500.0
786,-500.0
787,-500.0
788,-500.0
789,-500.0
790,-500.0
791,-500.0
792,-500.0
793,-500.0
794,-500.0
795,-500.0
796,-500.0
797,-500.0
798,-500.0
799,-500.0
800,-500.0
801,-500.0
802,-500.0
803,-500.0
804,-500.0
805,-500.0
806,-500.0
807,-500.0
808,-500.0
809,-500.0
810,-500.0
811,-500.0
812,-500.0
813,-500.0
814,-500.0
815,-500.0
816,-500.0
817,-500.0
818,-500.0
819,-500.0
820,-500.0
821,-500.0
822,-500.0
823,-500.0
824,-500.0
825,-500.0
826,-500.0
827,-500.0
828,-500.0
829,-500.0
830,-500.0
831,-500.0
832,-500.0
833,-500.0
834,-500.0
835,-500.0
836,-500.0
837,-500.0
838,-500.0
839,-500.0
840,-500.0
841,-500.0
842,-500.0
843,-500.0
844,-500.0
845,-500.0
846,-500.0
847,-500.0
848,-500.0
849,-500.0
850,-500.0
851,-500.0
852,-500.0
853,-500.0
854,87.18
855,87.38
856,89.53
857,89.53
858,89.53
859,89.53
860,89.53
861,89.62
862,90.2
863,90.49
864,90.49
865,91.1
866,91.1
867,91.66
868,91.66
869,91.66
870,91.66
871,91.99
872,92.06
873,92.19
874,92.76
875,92.76
876,93.55
877,95.81
878,96.82
879,97.16
880,98.55
881,98.55
882,100.88
883,101.27
884,102.6
885,108.46
886,112.47
887,128.69
888,146.9
889,172.15
890,419.5
891,1000.0
892,1000.0
893,1000.0
894,1000.0
895,1000.0
896,1000.0
897,1000.0
898,1000.0
899,1000.0
900,1000.0
901,1000.0
902,1000.0
903,1000.0
904,1000.0
905,1000.0
906,1000.0
907,1000.0
908,1000.0
909,1000.0
910,1000.0
911,1000.0
912,1000.0
913,1000.0
914,1000.0
915,1000.0
916,1000.0
917,1000.0
918,1000.0
919,1000.0
920,1000.0
921,1000.0
922,1000.0
923,1000.0
924,1000.0
925,1000.0
926,1000.0
927,1000.0
928,1000.0
929,1000.0
930,1000.0
931,1000.0
932,1000.0
933,1000.0
934,1000.0
935,1000.0
936,1000.0
937,1000.0
938,1000.0
939,1000.0
940,1000.0
941,1000.0
942,1000.0
943,1000.0
944,1000.0
945,1000.0
946,1000.0
947,1000.0
948,1000.0
949,1000.0
950,1000.0
951,1000.0
952,1000.0
953,1000.0
954,433.39
955,419.5
956,177.74
957,160.94
958,146.9
959,142.74
960,135.11
961,131.82
962,123.99
963,112.47
964,110.43
965,107.03
966,104.14
967,100.91
968,98.55
969,98.55
970,97.16
971,95.81
972,92.86
973,92.76
974,92.19
975,92.19
976,92.19
977,92.19
978,92.19
979,92.06
980,92.06
981,92.06
982,92.06
983,92.19
984,92.76
985,92.86
986,95.81
987,97.16
988,98.55
989,98.55
990,100.16
991,100.88
992,100.91
993,100.88
994,100.88
995,100.88
996,98.55
997,98.55
998,98.55
999,97.16
1000,95.81
1001,93.55
1002,93.55
1003,92.76
1004,92.76
1005,92.76
1006,92.64
1007,92.06
1008,91.99
1009,91.66
1010,91.1
1011,91.1
1012,90.89
1013,90.49
1014,89.62
1015,89.53
1016,89.53
1017,89.53
1018,89.47
1019,89.05
1020,89.05
1021,87.38
1022,87.38
1023,89.05
1024,89.47
1025,89.53
1026,89.53
1027,89.53
1028,89.62
1029,89.62
1030,89.53
1031,89.53
1032,89.53
1033,89.47
1034,89.47
1035,89.53
1036,89.53
1037,89.53
1038,89.53
1039,89.47
1040,89.05
1041,87.38
1042,87.18
1043,87.18
1044,-500.0
1045,-500.0
1046,-500.0
1047,-500.0
1048,-500.0
1049,-500.0
1050,-500.0
1051,-500.0
1052,-500.0
1053,-500.0
1054,-500.0
1055,-500.0
1056,-500.0
1057,-500.0
1058,-500.0
1059,-500.0
1060,-500.0
1061,-500.0
1062,-500.0
1063,-500.0
1064,-500.0
1065,-500.0
1066,-500.0
1067,-500.0
1068,-500.0
1069,-500.0
1070,-500.0
1071,-500.0
1072,-500.0
1073,-500.0
1074,-500.0
1075,-500.0
1076,-500.0
1077,-500.0
1078,-500.0
1079,-500.0
1080,-500.0
1081,-500.0
1082,-500.0
1083,-500.0
1084,-500.0
1085,-500.0
1086,-500.0
1087,-500.0
1088,-500.0
1089,-500.0
1090,-500.0
1091,-500.0
1092,-500.0
1093,-500.0
1094,-500.0
1095,-500.0
1096,-500.0
1097,-500.0
1098,-500.0
1099,-500.0
1100,-500.0
1101,-500.0
1102,-500.0
1103,-500.0
1104,-500.0
1105,-500.0
1106,-500.0
1107,-500.0
1108,-500.0
1109,-500.0
1110,-500.0
1111,-500.0
1112,-500.0
1113,-500.0
1114,-500.0
1115,-500.0
1116,-500.0
1117,-500.0
1118,-500.0
1119,-500.0
1120,-500.0
1121,-500.0
1122,-500.0
1123,-500.0
1124,-500.0
1125,-500.0
1126,-500.0
1127,-500.0
1128,-500.0
1129,-500.0
1130,-500.0
1131,-500.0
1132,-500.0
1133,-500.0
1134,-500.0
1135,-500.0
1136,-500.0
1137,-500.0
1138,-500.0
1139,-500.0
1140,-500.0
1141,-500.0
1142,-500.0
1143,-500.0
1144,-500.0
1145,-500.0
1146,-500.0
1147,-500.0
1148,-500.0
1149,-500.0
1150,-500.0
1151,-500.0
1152,-500.0
1153,-500.0
1154,-500.0
1155,-500.0
1156,-500.0
1157,-500.0
1158,-500.0
1159,-500.0
1160,-500.0
1161,-500.0
1162,-500.0
1163,-500.0
1164,-500.0
1165,-500.0
1166,-500.0
1167,-500.0
1168,-500.0
1169,-500.0
1170,-500.0
1171,-500.0
1172,-500.0
1173,-500.0
1174,-500.0
1175,-500.0
1176,-500.0
1177,-500.0
1178,-500.0
1179,-500.0
1180,-500.0
1181,-500.0
1182,-500.0
1183,-500.0
1184,-500.0
1185,-500.0
1186,-500.0
1187,-500.0
1188,-500.0
1189,-500.0
1190,-500.0
1191,-500.0
1192,-500.0
1193,-500.0
1194,-500.0
1195,-500.0
1196,-500.0
1197,-500.0
1198,-500.0
1199,-500.0
1200,-500.0
1201,-500.0
1202,-500.0
1203,-500.0
1204,-500.0
1205,-500.0
1206,-500.0
1207,-500.0
1208,-500.0
1209,-500.0
1210,-500.0
1211,-500.0
1212,-500.0
1213,-500.0
1214,-500.0
1215,-500.0
1216,-500.0
1217,-500.0
1218,-500.0
1219,-500.0
1220,-500.0
1221,-500.0
1222,-500.0
1223,-500.0
1224,-500.0
1225,-500.0
1226,-500.0
1227,-500.0
1228,-500.0
1229,-500.0
1230,-500.0
1231,-500.0
1232,-500.0
1233,-500.0
1234,-500.0
1235,-500.0
1236,-500.0
1237,-500.0
1238,-500.0
1239,-500.0
1240,-500.0
1241,-500.0
1242,-500.0
1243,-500.0
1244,-500.0
1245,-500.0
1246,-500.0
1247,-500.0
1248,-500.0
1249,-500.0
1250,-500.0
1251,-500.0
1252,-500.0
1253,-500.0
1254,-500.0
1255,-500.0
1256,-500.0
1257,-500.0
1258,-500.0
1259,-500.0
1260,-500.0
1261,-500.0
1262,-500.0
1263,-500.0
1264,-500.0
1265,-500.0
1266,-500.0
1267,-500.0
1268,-500.0
1269,-500.0
1270,-500.0
1271,-500.0
1272,-500.0
1273,-500.0
1274,-500.0
1275,-500.0
1276,-500.0
1277,-500.0
1278,-500.0
1279,-500.0
1280,-500.0
1281,-500.0
1282,-500.0
1283,-500.0
1284,-500.0
1285,-500.0
1286,-500.0
1287,-500.0
1288,-500.0
1289,-500.0
1290,-500.0
1291,-500.0
1292,-500.0
1293,-500.0
1294,-500.0
1295,-500.0
1296,-500.0
1297,-500.0
1298,-500.0
1299,-500.0
1300,-500.0
1301,-500.0
1302,-500.0
1303,-500.0
1304,-500.0
1305,-500.0
1306,-500.0
1307,-500.0
1308,-500.0
1309,-500.0
1310,-500.0
1311,-500.0
1312,-500.0
1313,-500.0
1314,-500.0
1315,-500.0
1316,-500.0
1317,-500.0
1318,-500.0
1319,-500.0
1320,-500.0
1321,-500.0
1322,-500.0
1323,-500.0
1324,-500.0
1325,-500.0
1326,-500.0
1327,-500.0
1328,-500.0
1329,-500.0
1330,-500.0
1331,-500.0
1332,-500.0
1333,-500.0
1334,-500.0
1335,-500.0
1336,-500.0
1337,-500.0
1338,-500.0
1339,-500.0
1340,-500.0
1341,-500.0
1342,-500.0
1343,-500.0
1344,-500.0
1345,-500.0
1346,-500.0
1347,-500.0
1348,-500.0
1349,-500.0
1350,-500.0
1351,-500.0
1352,-500.0
1353,-500.0
1354,-500.0
1355,-500.0
1356,-500.0
1357,-500.0
1358,-500.0
1359,-500.0
1360,-500.0
1361,-500.0
1362,-500.0
1363,-500.0
1364,-500.0
1365,-500.0
1366,-500.0
1367,-500.0
1368,-500.0
1369,-500.0
1370,-500.0
1371,-500.0
1372,-500.0
1373,-500.0
1374,-500.0
1375,-500.0
1376,-500.0
1377,-500.0
1378,-500.0
1379,-500.0
1380,-500.0
1381,-500.0
1382,-500.0
1383,-500.0
1384,-500.0
1385,-500.0
1386,-500.0
1387,-500.0
1388,-500.0
1389,-500.0
1390,-500.0
1391,-500.0
1392,-500.0
1393,-500.0
1394,-500.0
1395,-500.0
1396,-500.0
1397,-500.0
1398,-500.0
1399,-500.0
1400,-500.0
1401,-500.0
1402,-500.0
1403,-500.0
1404,-500.0
1405,-500.0
1406,-500.0
1407,-500.0
1408,-500.0
1409,-500.0
1410,-500.0
1411,-500.0
1412,-500.0
1413,-500.0
1414,-500.0
1415,-500.0
1416,-500.0
1417,-500.0
1418,-500.0
1419,-500.0
1420,-500.0
1421,-500.0
1422,-500.0
1423,-500.0
1424,-500.0
1425,-500.0
1426,-500.0
1427,-500.0
1428,-500.0
1429,-500.0
1430,-500.0
1431,-500.0
1432,-500.0
1433,-500.0
1434,-500.0
1435,-500.0
1436,-500.0
1437,-500.0
1438,-500.0
1439,-500.0
1440,-500.0
1441,-500.0
1442,-500.0
1443,-500.0
1444,-500.0
1445,-500.0
1446,-500.0
1447,-500.0
1448,-500.0
1449,-500.0
1450,-500.0
1451,-500.0
1452,-500.0
1453,-500.0
1454,-500.0
1455,-500.0
1456,-500.0
1457,-500.0
1458,-500.0
1459,-500.0
1460,-500.0
1461,-500.0
1462,-500.0
1463,-500.0
1464,-500.0
1465,-500.0
1466,-500.0
1467,-500.0
1468,87.18
1469,87.38
1470,89.47
1471,89.53
1472,89.53
1473,89.53
1474,89.47
1475,87.18
1476,-500.0
1477,-500.0
1478,-500.0
1479,-500.0
1480,-500.0
1481,-500.0
1482,-500.0
1483,-500.0
1484,-500.0
1485,-500.0
1486,-500.0
1487,-500.0
1488,-500.0
1489,-500.0
1490,-500.0
1491,-500.0
1492,-500.0
1493,-500.0
1494,-500.0
1495,-500.0
1496,-500.0
1497,-500.0
1498,-500.0
1499,-500.0
1500,-500.0
1501,-500.0
1502,-500.0
1503,-500.0
1504,-500.0
1505,87.18
1506,87.38
1507,89.05
1508,89.53
1509,89.53
1510,89.53
1511,89.53
1512,89.05
1513,87.38
1514,87.18
1515,87.18
1516,-500.0
1517,-500.0
1518,-500.0
1519,-500.0
1520,-500.0
1521,-500.0
1522,-500.0
1523,-500.0
1524,-500.0
1525,-500.0
1526,-500.0
1527,-500.0
1528,-500.0
1529,-500.0
1530,-500.0
1531,-500.0
1532,-500.0
1533,-500.0
1534,-500.0
1535,-500.0
1536,-500.0
1537,-500.0
1538,-500.0
1539,-500.0
1540,-500.0
1541,-500.0
1542,-500.0
1543,-500.0
1544,-500.0
1545,-500.0
1546,-500.0
1547,-500.0
1548,-500.0
1549,-500.0
1550,-500.0
1551,-500.0
1552,-500.0
1553,-500.0
1554,-500.0
1555,-500.0
1556,-500.0
1557,-500.0
1558,-500.0
1559,-500.0
1560,-500.0
1561,-500.0
1562,-500.0
1563,-500.0
1564,-500.0
1565,-500.0
1566,-500.0
1567,-500.0
1568,-500.0
1569,-500.0
1570,-500.0
1571,-500.0
1572,-500.0
1573,-500.0
1574,-500.0
1575,-500.0
1576,-500.0
1577,-500.0
1578,-500.0
1579,-500.0
1580,-500.0
1581,-500.0
1582,-500.0
1583,-500.0
1584,-500.0
1585,-500.0
1586,-500.0
1587,-500.0
1588,-500.0
1589,-500.0
1590,-500.0
1591,-500.0
1592,-500.0
1593,-500.0
1594,-500.0
1595,-500.0
1596,-500.0
1597,-500.0
1598,-500.0
1599,-500.0
1600,87.38
1601,87.18
1602,87.18
1603,-500.0
1604,87.18
1605,87.18
1606,-500.0
1607,-500.0
1608,87.18
1609,87.18
1610,-500.0
1611,-500.0
1612,-500.0
1613,-500.0
1614,-500.0
1615,-500.0
1616,-500.0
1617,-500.0
1618,-500.0
1619,-500.0
1620,-500.0
1621,-500.0
1622,-500.0
1623,-500.0
1624,-500.0
1625,-500.0
1626,-500.0
1627,-500.0
1628,-500.0
1629,-500.0
1630,-500.0
1631,-500.0
1632,-500.0
1633,-500.0
1634,-500.0
1635,-500.0
1636,-500.0
1637,-500.0
1638,-500.0
1639,87.18
1640,87.38
1641,89.53
1642,89.62
1643,90.2
1644,90.49
1645,91.1
1646,91.66
1647,91.66
1648,91.99
1649,92.19
1650,92.76
1651,93.55
1652,97.16
1653,98.55
1654,98.55
1655,98.55
1656,102.6
1657,110.43
1658,112.47
1659,115.26
1660,128.69
1661,146.9
1662,154.46
1663,172.15
1664,419.5
1665,419.5
1666,172.15
1667,171.07
1668,154.27
1669,146.9
1670,135.11
1671,115.26
1672,115.08
1673,110.43
1674,102.21
1675,100.88
1676,98.55
1677,93.55
1678,92.19
1679,92.19
1680,91.99
1681,91.66
1682,91.66
1683,91.1
1684,91.1
1685,91.1
1686,91.66
1687,91.66
1688,92.06
1689,93.55
1690,98.55
1691,101.27
1692,110.43
1693,141.65
1694,172.15
1695,1000.0
1696,1000.0
1697,1000.0
1698,1000.0
1699,1000.0
1700,1000.0
1701,1000.0
1702,1000.0
1703,1000.0
1704,1000.0
1705,1000.0
1706,1000.0
1707,1000.0
1708,1000.0
1709,1000.0
1710,1000.0
1711,1000.0
1712,1000.0
1713,1000.0
1714,1000.0
1715,1000.0
1716,433.39
1717,433.39
1718,420.85
1719,419.5
1720,419.5
1721,419.5
1722,396.64
1723,369.82
1724,172.15
1725,172.15
1726,171.07
1727,160.94
1728,148.08
1729,146.9
1730,146.9
1731,146.9
1732,141.65
1733,141.65
1734,141.65
1735,141.65
1736,141.65
1737,141.65
1738,142.74
1739,141.65
1740,146.9
1741,144.6
1742,142.74
1743,135.11
1744,141.65
1745,141.65
1746,138.57
1747,138.57
1748,141.65
1749,135.11
1750,131.82
1751,130.69
1752,131.82
1753,133.82
1754,131.82
1755,135.11
1756,142.74
1757,142.74
1758,146.9
1759,146.9
1760,147.68
1761,148.08
1762,144.6
1763,117.56
1764,110.43
1765,101.83
1766,98.55
1767,93.55
1768,92.06
1769,91.1
1770,90.2
1771,87.38
1772,-500.0
1773,-500.0
1774,-500.0
1775,-500.0
1776,-500.0
1777,-500.0
1778,-500.0
1779,-500.0
1780,-500.0
1781,-500.0
1782,-500.0
1783,87.18
1784,89.53
1785,90.49
1786,91.66
1787,92.76
1788,98.55
1789,102.6
1790,115.08
1791,146.9
1792,172.15
1793,420.85
1794,1000.0
1795,1000.0
1796,1000.0
1797,1000.0
1798,1000.0
1799,1000.0
1800,1000.0
1801,1000.0
1802,1000.0
1803,420.85
1804,419.5
1805,367.75
1806,172.15
1807,171.07
1808,148.08
1809,146.9
1810,141.65
1811,133.82
1812,130.69
1813,130.69
1814,128.69
1815,128.69
1816,135.11
1817,131.82
1818,128.69
1819,130.69
1820,128.69
1821,130.69
1822,128.69
1823,128.69
1824,117.56
1825,128.69
1826,128.69
1827,130.69
1828,128.69
1829,131.82
1830,135.11
1831,135.11
1832,140.57
1833,141.65
1834,142.74
1835,144.6
1836,146.9
1837,146.9
1838,146.9
1839,147.68
1840,148.08
1841,148.08
1842,154.46
1843,171.07
1844,171.07
1845,171.07
1846,171.07
1847,172.15
1848,171.07
1849,172.15
1850,172.15
1851,172.15
1852,177.74
1853,396.64
1854,419.5
1855,419.5
1856,433.39
1857,433.39
1858,419.5
1859,172.15
1860,148.08
1861,135.11
1862,110.43
1863,102.6
1864,98.55
1865,96.27
1866,92.76
1867,92.06
1868,91.66
1869,91.66
1870,91.1
1871,90.89
1872,90.49
1873,90.2
1874,90.2
1875,90.49
1876,90.49
1877,91.1
1878,91.1
1879,91.66
1880,92.06
1881,93.55
1882,98.55
1883,101.27
1884,110.43
1885,135.11
1886,172.15
1887,420.85
1888,1000.0
1889,1000.0
1890,1000.0
1891,1000.0
1892,1000.0
1893,1000.0
1894,1000.0
1895,1000.0
1896,1000.0
1897,1000.0
1898,1000.0
1899,1000.0
1900,1000.0
1901,1000.0
1902,1000.0
1903,1000.0
1904,1000.0
1905,1000.0
1906,1000.0
1907,1000.0
1908,1000.0
1909,1000.0
1910,1000.0
1911,1000.0
1912,1000.0
1913,1000.0
1914,1000.0
1915,1000.0
1916,1000.0
1917,1000.0
1918,433.39
1919,419.5
1920,419.5
1921,381.64
1922,177.74
1923,172.15
1924,158.71
1925,148.08
1926,146.9
1927,142.74
1928,141.65
1929,135.11
1930,128.69
1931,128.69
1932,115.26
1933,115.26
1934,115.26
1935,115.08
1936,115.26
1937,120.15
1938,123.99
1939,128.69
1940,138.57
1941,144.9
1942,146.9
1943,171.07
1944,419.5
1945,1000.0
1946,1000.0
1947,1000.0
1948,1000.0
1949,1000.0
1950,1000.0
1951,1000.0
1952,1000.0
1953,1000.0
1954,1000.0
1955,1000.0
1956,1000.0
1957,1000.0
1958,1000.0
1959,369.82
1960,146.9
1961,115.26
1962,106.77
1963,101.27
1964,98.55
1965,95.81
1966,92.76
1967,92.76
1968,92.19
1969,91.99
1970,91.99
