industry_demand,allBidQuantity,allCurrentSOC,price
22.81,0.0,483.57999999999987,25.3
23.01,0.0,460.5699999999999,24.42
23.34,0.0,437.2299999999999,26.59
23.78,0.0,413.44999999999993,24.56
24.19,0.0,389.25999999999993,26.65
24.44,0.0,364.81999999999994,24.53
24.64,0.0,340.17999999999995,25.18
24.78,0.0,315.4,24.65
24.82,0.0,290.58,25.3
24.8,0.0,265.78,24.53
24.67,0.0,241.10999999999999,25.3
24.46,0.0,216.64999999999998,24.27
24.44,0.0,192.20999999999998,25.18
24.17,0.0,168.04,23.84
24.01,0.0,144.03,24.92
23.77,0.0,120.25999999999999,23.81
23.29,0.0,96.96999999999998,24.56
22.8,0.0,74.16999999999999,23.66
22.41,0.0,51.75999999999999,23.84
22.03,100.0,129.73,21.72
21.82,0.0,107.91,23.73
21.73,0.0,86.17999999999999,21.76
21.49,0.0,64.69,23.68
21.43,0.0,43.26,22.06
21.63,0.0,21.63,24.43
21.44,42.17,42.36,19.65
21.18,0.0,21.18,23.84
20.89,40.89,41.18,19.39
20.59,0.0,20.59,23.68
20.31,39.58,39.86,19.28
19.93,0.0,19.93,22.06
19.55,19.17,19.55,19.01
19.24,38.48,19.24,19.01
18.88,18.52,18.88,17.89
18.48,87.63999999999986,88.03999999999985,17.89
18.2,0.0,69.83999999999985,17.89
17.89,0.0,51.94999999999985,17.89
17.72,100.0,134.22999999999985,16.84
17.48,100.0,216.74999999999986,13.3
17.34,100.0,299.40999999999985,13.19
17.28,0.0,282.1299999999998,19.39
17.14,100.0,364.98999999999984,17.78
17.04,0.0,347.9499999999998,19.88
17.02,100.0,430.92999999999984,17.78
16.94,0.0,413.98999999999984,21.74
16.95,100.0,497.03999999999985,15.94
16.96,100.0,580.0799999999998,17.19
16.86,100.0,663.2199999999998,13.18
16.91,100.0,746.3099999999998,13.09
16.89,100.0,829.4199999999998,13.88
16.95,0.0,812.4699999999998,21.74
16.86,100.0,895.6099999999998,15.94
16.88,100.0,978.7299999999998,17.23
16.75,100.0,1061.9799999999998,15.94
16.65,100.0,1145.3299999999997,17.23
16.5,100.0,1228.8299999999997,15.94
16.3,100.0,1312.5299999999997,13.03
16.38,0.0,1296.1499999999996,23.32
16.48,100.0,1379.6699999999996,17.59
16.63,0.0,1363.0399999999995,22.06
16.78,100.0,1446.2599999999995,17.59
16.9,0.0,1429.3599999999994,19.01
17.28,0.0,1412.0799999999995,23.72
17.57,0.0,1394.5099999999995,23.87
17.83,0.0,1376.6799999999996,23.72
18.1,0.0,1358.5799999999997,24.57
18.32,0.0,1340.2599999999998,23.85
18.6,0.0,1321.6599999999999,24.8
19.07,0.0,1302.59,24.57
19.4,0.0,1283.1899999999998,25.07
19.77,0.0,1263.4199999999998,24.8
20.07,0.0,1243.35,25.0
20.42,0.0,1222.9299999999998,24.6
20.72,0.0,1202.2099999999998,24.91
20.95,0.0,1181.2599999999998,24.68
21.32,0.0,1159.9399999999998,26.61
21.58,0.0,1138.36,24.68
21.96,0.0,1116.3999999999999,27.3
22.34,0.0,1094.06,25.0
22.33,0.0,1071.73,27.56
22.29,0.0,1049.44,24.57
22.22,0.0,1027.22,27.04
22.05,0.0,1005.17,24.46
21.81,0.0,983.36,24.91
21.66,0.0,961.7,24.31
21.49,0.0,940.21,24.37
21.42,0.0,918.7900000000001,24.2
21.15,0.0,897.6400000000001,23.87
21.1,0.0,876.5400000000001,24.57
20.96,0.0,855.58,23.87
20.81,0.0,834.7700000000001,24.27
20.62,0.0,814.1500000000001,23.87
20.82,0.0,793.33,24.31
20.81,0.0,772.5200000000001,24.31
20.92,0.0,751.6000000000001,24.32
20.94,0.0,730.6600000000001,24.31
21.12,0.0,709.5400000000001,24.57
21.37,0.0,688.1700000000001,24.65
21.83,0.0,666.34,24.88
22.39,0.0,643.95,24.95
22.97,0.0,620.98,26.42
23.12,0.0,597.86,25.18
23.47,0.0,574.39,25.3
23.65,0.0,550.74,25.18
23.86,0.0,526.88,25.18
23.74,0.0,503.14,25.12
23.67,0.0,479.46999999999997,25.12
23.63,0.0,455.84,25.0
23.55,0.0,432.28999999999996,25.17
23.33,0.0,408.96,24.65
23.11,0.0,385.84999999999997,24.57
22.95,0.0,362.9,24.6
22.89,0.0,340.01,24.68
22.51,0.0,317.5,23.87
22.14,0.0,295.36,24.57
21.77,0.0,273.59000000000003,23.71
21.87,0.0,251.72000000000003,24.95
21.75,0.0,229.97000000000003,23.68
21.57,0.0,208.40000000000003,24.57
21.65,0.0,186.75000000000003,23.73
22.01,0.0,164.74000000000004,27.39
21.74,0.0,143.00000000000003,23.68
21.3,0.0,121.70000000000002,24.57
21.01,0.0,100.69000000000001,21.74
20.7,0.0,79.99000000000001,24.46
20.51,0.0,59.480000000000004,19.63
20.14,0.0,39.34,23.87
19.67,0.0,19.67,19.39
19.54,100.0,80.46000000000001,23.68
19.17,100.0,161.29000000000002,20.58
18.94,100.0,242.35000000000002,22.16
18.78,100.0,323.57000000000005,19.38
18.52,100.0,405.05000000000007,22.11
18.42,100.0,486.63000000000005,19.33
18.3,100.0,568.33,22.06
18.11,100.0,650.22,19.28
17.97,100.0,732.25,19.28
17.85,100.0,814.4,21.74
17.83,100.0,896.5699999999999,18.94
17.84,100.0,978.7299999999999,22.0
17.83,100.0,1060.8999999999999,18.94
17.84,100.0,1143.06,23.21
17.84,100.0,1225.22,19.33
17.93,100.0,1307.29,23.32
18.19,100.0,1389.1,23.66
18.39,100.0,1470.7099999999998,23.73
18.53,100.0,1552.1799999999998,23.73
18.76,100.0,1633.4199999999998,24.02
19.23,100.0,1714.1899999999998,24.62
19.47,100.0,1794.7199999999998,24.73
19.94,100.0,1874.7799999999997,24.95
20.39,75.67000000000075,1930.0600000000004,25.12
21.27,0.0,1908.7900000000004,27.79
22.13,0.0,1886.6600000000003,28.46
22.75,0.0,1863.9100000000003,28.46
23.16,0.0,1840.7500000000002,31.54
24.01,0.0,1816.7400000000002,34.34
24.62,0.0,1792.1200000000003,35.13
25.22,0.0,1766.9000000000003,38.36
25.75,0.0,1741.1500000000003,38.21
26.1,0.0,1715.0500000000004,38.95
26.39,0.0,1688.6600000000003,39.47
26.5,0.0,1662.1600000000003,38.57
26.69,0.0,1635.4700000000003,39.47
26.79,0.0,1608.6800000000003,40.38
26.97,0.0,1581.7100000000003,39.47
27.14,0.0,1554.5700000000002,37.54
27.23,0.0,1527.3400000000001,34.46
27.35,0.0,1499.9900000000002,34.43
27.42,0.0,1472.5700000000002,36.03
27.48,0.0,1445.0900000000001,36.03
27.65,0.0,1417.44,38.36
27.71,0.0,1389.73,36.03
28.06,0.0,1361.67,40.81
28.23,0.0,1333.44,38.36
28.29,0.0,1305.15,40.81
28.21,0.0,1276.94,38.36
28.17,0.0,1248.77,39.47
28.11,0.0,1220.66,39.47
28.09,0.0,1192.5700000000002,39.72
28.02,0.0,1164.5500000000002,40.81
27.91,0.0,1136.64,38.36
27.71,0.0,1108.93,38.57
27.48,0.0,1081.45,37.71
27.42,0.0,1054.03,38.36
27.29,0.0,1026.74,34.49
27.21,0.0,999.53,37.04
27.16,0.0,972.37,37.54
27.19,0.0,945.18,38.21
27.02,0.0,918.16,35.13
26.94,0.0,891.2199999999999,37.04
26.87,0.0,864.3499999999999,37.54
26.92,0.0,837.43,37.04
27.13,0.0,810.3,37.88
27.49,0.0,782.81,40.58
28.02,0.0,754.79,41.53
28.46,0.0,726.3299999999999,42.05
28.75,0.0,697.5799999999999,41.18
28.96,0.0,668.6199999999999,41.53
29.03,0.0,639.5899999999999,41.28
28.91,0.0,610.68,41.18
28.81,0.0,581.87,40.81
28.75,0.0,553.12,41.18
28.75,0.0,524.37,40.81
28.54,0.0,495.83,39.73
28.21,0.0,467.62,38.36
27.81,0.0,439.81,37.04
27.56,0.0,412.25,33.85
27.06,0.0,385.19,34.34
26.41,0.0,358.78,29.97
25.91,0.0,332.86999999999995,29.94
25.56,0.0,307.30999999999995,29.55
25.34,0.0,281.96999999999997,29.92
25.12,0.0,256.84999999999997,29.28
24.87,0.0,231.97999999999996,29.28
24.53,0.0,207.44999999999996,28.58
24.6,0.0,182.84999999999997,29.43
24.32,0.0,158.52999999999997,28.46
23.87,0.0,134.65999999999997,28.04
23.45,0.0,111.20999999999998,28.03
22.93,0.0,88.27999999999999,27.97
22.49,0.0,65.78999999999999,27.47
22.13,0.0,43.66,27.79
21.83,0.0,21.83,25.18
21.49,100.0,78.51,26.77
21.16,0.0,57.35000000000001,29.84
20.91,100.0,136.44,25.53
20.64,100.0,215.8,28.28
20.41,100.0,295.39,25.86
20.19,100.0,375.2,27.89
20.04,100.0,455.15999999999997,25.18
20.01,100.0,535.15,27.87
19.79,100.0,615.36,25.07
19.69,100.0,695.6700000000001,27.45
19.65,100.0,776.0200000000001,25.02
19.77,100.0,856.2500000000001,27.88
19.8,100.0,936.4500000000002,25.02
19.82,100.0,1016.6300000000001,27.24
19.95,100.0,1096.68,25.17
20.0,100.0,1176.68,27.3
20.09,100.0,1256.5900000000001,25.18
20.09,100.0,1336.5000000000002,26.77
20.24,100.0,1416.2600000000002,25.19
20.3,100.0,1495.9600000000003,25.3
20.85,100.0,1575.1100000000004,28.12
21.06,100.0,1654.0500000000004,27.6
21.33,100.0,1732.7200000000005,28.31
21.75,100.0,1810.9700000000005,27.99
22.44,0.0,1788.5300000000004,31.91
23.25,0.0,1765.2800000000004,32.94
23.96,0.0,1741.3200000000004,37.04
24.49,0.0,1716.8300000000004,36.15
25.23,0.0,1691.6000000000004,37.04
25.76,0.0,1665.8400000000004,34.56
26.26,0.0,1639.5800000000004,37.83
26.72,0.0,1612.8600000000004,40.58
27.07,0.0,1585.7900000000004,39.47
27.19,0.0,1558.6000000000004,40.58
27.36,0.0,1531.2400000000005,40.81
27.5,0.0,1503.7400000000005,39.91
27.45,0.0,1476.2900000000004,40.81
27.49,0.0,1448.8000000000004,39.47
27.7,0.0,1421.1000000000004,40.81
27.87,0.0,1393.2300000000005,40.81
28.04,0.0,1365.1900000000005,40.81
28.04,0.0,1337.1500000000005,40.81
28.19,0.0,1308.9600000000005,41.18
28.34,0.0,1280.6200000000006,41.18
28.47,0.0,1252.1500000000005,41.18
28.55,0.0,1223.6000000000006,41.18
28.77,0.0,1194.8300000000006,41.71
28.72,0.0,1166.1100000000006,39.92
28.71,0.0,1137.4000000000005,41.26
28.59,0.0,1108.8100000000006,38.7
28.58,0.0,1080.2300000000007,41.18
28.56,0.0,1051.6700000000008,39.47
28.52,0.0,1023.1500000000008,41.26
28.3,0.0,994.8500000000008,38.36
28.14,0.0,966.7100000000008,40.81
27.85,0.0,938.8600000000008,37.89
27.91,0.0,910.9500000000008,41.18
27.83,0.0,883.1200000000008,38.36
27.84,0.0,855.2800000000008,42.05
27.76,0.0,827.5200000000008,38.36
27.82,0.0,799.7000000000007,41.96
27.73,0.0,771.9700000000007,39.47
27.71,0.0,744.2600000000007,42.2
27.67,0.0,716.5900000000007,39.47
27.76,0.0,688.8300000000007,42.05
27.87,0.0,660.9600000000007,40.81
28.26,0.0,632.7000000000007,43.77
28.62,0.0,604.0800000000007,42.29
28.98,0.0,575.1000000000007,42.75
29.17,0.0,545.9300000000007,43.77
29.23,0.0,516.7000000000007,43.03
29.28,0.0,487.42000000000075,43.77
29.2,0.0,458.22000000000077,42.75
29.16,0.0,429.06000000000074,42.85
29.1,0.0,399.9600000000007,42.29
28.96,0.0,371.00000000000074,42.05
28.78,0.0,342.2200000000007,42.05
28.49,0.0,313.7300000000007,40.81
28.29,0.0,285.4400000000007,40.81
28.11,0.0,257.33000000000067,38.92
27.51,0.0,229.82000000000068,37.83
26.79,0.0,203.03000000000068,32.33
26.51,0.0,176.5200000000007,31.35
26.08,0.0,150.44000000000068,30.06
25.77,0.0,124.67000000000068,30.06
25.46,0.0,99.21000000000069,29.84
25.09,0.0,74.12000000000069,29.34
24.75,0.14999999999931646,49.52,29.28
24.76,0.0,24.76,29.69
24.42,24.080000000000002,24.42,28.55
23.92,23.42,23.92,28.28
23.43,45.41,45.9,28.08
22.95,0.0,22.95,28.08
22.6,22.250000000000004,22.6,27.92
22.15,43.050000000000004,43.5,27.56
21.75,0.0,21.75,27.6
21.49,100.0,78.51,27.22
21.24,100.0,157.27,27.59
21.02,100.0,236.25,27.22
20.72,100.0,315.53,25.4
20.42,100.0,395.10999999999996,25.3
20.32,100.0,474.78999999999996,26.42
20.14,100.0,554.65,25.12
20.01,100.0,634.64,25.18
19.83,100.0,714.81,25.07
19.71,100.0,795.0999999999999,25.13
19.79,100.0,875.31,25.17
19.8,100.0,955.51,25.3
19.76,100.0,1035.75,24.88
19.76,100.0,1115.99,25.3
19.83,100.0,1196.16,24.97
19.83,100.0,1276.3300000000002,25.18
19.97,100.0,1356.3600000000001,25.13
19.99,100.0,1436.3700000000001,25.17
20.16,100.0,1516.21,25.18
20.27,100.0,1595.94,25.13
20.6,100.0,1675.3400000000001,27.8
20.65,100.0,1754.69,25.13
20.85,66.56999999999971,1800.4099999999999,27.92
20.92,100.0,1879.4899999999998,25.18
21.47,0.0,1858.0199999999998,29.77
22.03,0.0,1835.9899999999998,28.07
22.57,0.0,1813.4199999999998,33.97
23.04,0.0,1790.3799999999999,31.11
23.73,0.0,1766.6499999999999,34.49
24.22,0.0,1742.4299999999998,37.32
24.66,0.0,1717.7699999999998,34.49
25.07,0.0,1692.6999999999998,38.71
25.45,0.0,1667.2499999999998,38.85
25.63,0.0,1641.6199999999997,38.71
25.7,0.0,1615.9199999999996,38.85
25.73,0.0,1590.1899999999996,37.57
25.8,0.0,1564.3899999999996,38.85
26.01,0.0,1538.3799999999997,38.85
26.12,0.0,1512.2599999999998,39.84
26.25,0.0,1486.0099999999998,39.99
26.38,0.0,1459.6299999999997,37.57
26.57,0.0,1433.0599999999997,41.12
26.72,0.0,1406.3399999999997,38.85
26.98,0.0,1379.3599999999997,41.72
27.13,0.0,1352.2299999999996,38.85
27.37,0.0,1324.8599999999997,41.72
27.58,0.0,1297.2799999999997,41.72
27.62,0.0,1269.6599999999999,41.35
27.36,0.0,1242.3,40.25
27.4,0.0,1214.8999999999999,41.75
27.36,0.0,1187.54,40.23
27.23,0.0,1160.31,41.35
27.07,0.0,1133.24,38.85
26.88,0.0,1106.36,39.99
26.69,0.0,1079.6699999999998,37.74
26.43,0.0,1053.2399999999998,38.85
26.32,0.0,1026.9199999999998,38.6
26.31,0.0,1000.6099999999999,41.35
26.23,0.0,974.3799999999999,37.74
26.07,0.0,948.3099999999998,40.41
26.09,0.0,922.2199999999998,38.85
26.02,0.0,896.1999999999998,39.99
26.0,0.0,870.1999999999998,38.85
26.04,0.0,844.1599999999999,41.35
26.27,0.0,817.8899999999999,39.99
26.53,0.0,791.3599999999999,42.25
26.57,0.0,764.7899999999998,40.41
26.62,0.0,738.1699999999998,41.35
26.99,0.0,711.1799999999998,41.72
27.06,0.0,684.1199999999999,41.35
27.73,0.0,656.3899999999999,44.35
28.09,0.0,628.2999999999998,44.73
28.12,0.0,600.1799999999998,44.35
28.06,0.0,572.1199999999999,43.6
27.91,0.0,544.2099999999999,42.6
27.81,0.0,516.4,41.35
27.68,0.0,488.72,42.07
27.47,0.0,461.25000000000006,39.81
27.18,0.0,434.07000000000005,38.85
26.9,0.0,407.1700000000001,38.38
26.47,0.0,380.70000000000005,33.86
25.97,0.0,354.73,32.26
25.54,0.0,329.19,31.2
25.2,0.0,303.99,29.94
24.99,0.0,279.0,31.57
24.71,0.0,254.29,29.72
24.49,0.0,229.79999999999998,30.02
24.32,0.0,205.48,29.28
24.35,0.0,181.13,31.17
24.09,0.0,157.04,29.02
23.66,0.0,133.38,29.26
23.2,0.0,110.18,28.36
22.8,0.0,87.38000000000001,28.58
22.36,0.0,65.02000000000001,28.24
21.96,0.0,43.06,27.99
21.53,0.0,21.53,27.95
21.33,100.0,78.67,27.65
21.04,67.98999999999975,125.61999999999975,27.79
20.75,100.0,204.86999999999975,25.3
20.54,100.0,284.32999999999976,27.39
20.25,100.0,364.07999999999976,25.18
20.07,100.0,444.00999999999976,26.14
20.0,100.0,524.0099999999998,25.12
19.95,100.0,604.0599999999997,25.3
19.69,100.0,684.3699999999998,24.65
19.63,100.0,764.7399999999998,26.77
19.57,100.0,845.1699999999998,24.93
19.53,100.0,925.6399999999999,24.93
19.62,100.0,1006.0199999999999,24.78
19.63,100.0,1086.3899999999999,25.0
19.64,100.0,1166.7499999999998,24.65
19.78,100.0,1246.9699999999998,25.12
19.99,100.0,1326.9799999999998,25.0
20.22,100.0,1406.7599999999998,26.14
20.32,100.0,1486.4399999999998,24.78
20.61,100.0,1565.83,27.31
21.1,100.0,1644.73,26.14
21.41,100.0,1723.32,27.58
21.91,0.0,1701.4099999999999,27.79
22.47,0.0,1678.9399999999998,27.92
23.64,0.0,1655.2999999999997,32.08
24.5,0.0,1630.7999999999997,33.4
25.38,0.0,1605.4199999999996,37.44
26.3,0.0,1579.1199999999997,42.13
27.05,0.0,1552.0699999999997,40.38
27.51,0.0,1524.5599999999997,42.3
27.96,0.0,1496.5999999999997,41.76
28.28,0.0,1468.3199999999997,43.25
28.64,0.0,1439.6799999999996,43.26
28.79,0.0,1410.8899999999996,43.26
28.81,0.0,1382.0799999999997,41.76
28.75,0.0,1353.3299999999997,39.24
28.73,0.0,1324.5999999999997,38.29
28.74,0.0,1295.8599999999997,33.4
28.81,0.0,1267.0499999999997,32.26
28.94,0.0,1238.1099999999997,32.63
28.93,0.0,1209.1799999999996,31.69
28.97,0.0,1180.2099999999996,33.39
29.07,0.0,1151.1399999999996,30.02
29.09,0.0,1122.0499999999997,31.32
29.34,0.0,1092.7099999999998,31.45
29.7,0.0,1063.0099999999998,33.39
29.87,0.0,1033.1399999999999,32.83
29.91,0.0,1003.2299999999999,32.83
29.76,0.0,973.4699999999999,32.08
29.72,0.0,943.7499999999999,32.0
29.77,0.0,913.9799999999999,33.39
29.78,0.0,884.1999999999999,32.26
29.8,0.0,854.4,33.4
29.56,0.0,824.84,31.69
29.24,0.0,795.6,31.69
29.12,0.0,766.48,31.58
29.17,0.0,737.3100000000001,32.08
29.19,0.0,708.12,31.45
29.12,0.0,679.0,31.58
29.04,0.0,649.96,31.31
29.18,0.0,620.7800000000001,31.19
29.0,0.0,591.7800000000001,29.71
28.94,0.0,562.84,29.71
28.98,0.0,533.86,29.71
29.01,0.0,504.85,29.54
29.18,0.0,475.67,30.74
29.43,0.0,446.24,29.94
29.79,0.0,416.45,31.31
30.24,0.0,386.21,32.08
30.4,0.0,355.81,31.69
30.45,0.0,325.36,31.69
30.55,0.0,294.81,31.43
30.48,0.0,264.33,31.32
30.25,0.0,234.07999999999998,29.94
30.26,0.0,203.82,29.94
30.08,0.0,173.74,29.51
29.83,0.0,143.91,29.51
29.47,0.0,114.44,28.25
29.08,0.0,85.36,27.95
28.76,0.0,56.6,27.85
28.3,0.0,28.3,27.84
27.75,54.290000000000006,54.84,27.28
27.42,0.0,27.42,27.31
26.95,52.709999999999994,53.18,25.18
26.59,0.0,26.59,26.77
26.22,51.389999999999986,51.76,24.9
25.88,0.0,25.88,24.93
25.53,50.97,51.32,24.37
25.66,0.0,25.66,26.14
25.35,49.41,49.72,23.86
24.86,0.0,24.86,24.65
24.45,47.59,48.0,23.81
24.0,0.0,24.0,24.45
23.47,22.939999999999998,23.47,23.68
22.95,22.43,22.95,23.68
22.58,22.209999999999997,22.58,20.73
